"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary","income"
"10909",0.47,0.46,2,152,2,0,0,0,"IT","medium",55444
"10910",0.92,0.64,4,217,4,0,0,0,"RandD","medium",52732
"10911",0.51,0.5,4,130,3,0,0,0,"RandD","medium",47873
"10912",0.81,0.62,4,153,4,0,0,0,"RandD","low",39443
"10913",0.52,0.57,3,270,3,0,0,0,"RandD","low",37884
"10914",0.95,0.96,3,220,3,0,0,0,"RandD","low",21382
"10915",0.93,0.64,4,253,3,0,0,0,"RandD","low",38920
"10916",0.98,0.67,4,209,6,0,0,0,"marketing","low",38802
"10917",0.79,0.79,4,231,2,0,0,0,"sales","low",39602
"10918",0.99,0.73,4,240,4,0,0,0,"accounting","low",32704
"10919",0.64,0.9,5,266,3,0,0,0,"support","low",31787
"10920",0.54,0.44,3,153,2,0,0,0,"technical","low",38623
"10921",0.79,0.59,4,187,2,0,0,0,"management","low",35985
"10922",0.55,0.98,4,185,2,1,0,0,"marketing","low",33019
"10923",0.18,0.81,4,147,4,0,0,0,"marketing","low",36715
"10924",0.56,0.81,4,188,3,1,0,0,"marketing","low",37316
"10925",0.92,0.67,2,252,2,0,0,0,"sales","low",28466
"10926",0.99,0.75,4,163,2,0,0,0,"sales","low",38948
"10927",0.77,0.85,4,189,2,0,0,0,"sales","low",32538
"10928",0.49,0.52,3,156,2,0,0,0,"sales","low",36128
"10929",0.98,0.58,3,183,3,0,0,0,"sales","low",37030
"10930",0.18,0.54,6,209,5,1,0,0,"sales","low",32504
"10931",0.8,0.82,4,271,4,0,0,0,"sales","low",32068
"10932",0.81,0.77,5,251,2,0,0,0,"sales","low",39176
"10933",0.13,0.61,5,198,5,0,0,0,"sales","medium",40968
"10934",0.58,0.97,3,274,4,1,0,1,"sales","medium",45039
"10935",0.75,0.63,4,209,3,0,0,1,"sales","medium",42680
"10936",0.8,0.94,4,271,4,0,0,1,"sales","medium",46560
"10937",0.78,0.6,4,143,2,0,0,1,"sales","medium",48762
"10938",0.92,0.6,5,236,3,1,0,1,"sales","medium",43637
"10939",0.85,0.98,5,222,3,0,0,1,"sales","medium",62720
"10940",0.52,0.63,3,233,3,0,0,1,"sales","medium",49513
"10941",0.95,0.84,3,270,3,1,0,1,"sales","medium",47423
"10942",0.81,0.92,5,258,3,0,0,1,"sales","medium",46982
"10943",0.16,0.82,6,202,4,1,0,1,"sales","medium",50990
"10944",0.91,0.74,3,150,2,0,0,0,"accounting","medium",46474
"10945",0.62,0.51,4,193,3,0,0,0,"accounting","high",70856
"10946",0.24,0.42,5,210,5,0,0,0,"accounting","low",36005
"10947",0.88,0.51,3,208,3,0,0,0,"hr","medium",50358
"10948",0.94,0.73,3,196,3,0,0,0,"hr","medium",64797
"10949",0.76,0.79,5,187,4,0,0,0,"hr","medium",66705
"10950",0.49,0.67,3,140,2,0,0,0,"hr","medium",55246
"10951",0.93,0.9,4,256,4,0,0,0,"technical","low",28364
"10952",0.92,0.66,4,113,3,0,0,0,"technical","low",30467
"10953",0.19,0.94,4,196,5,0,0,0,"technical","low",29757
"10954",0.66,0.76,3,170,3,0,0,0,"technical","low",37445
"10955",0.16,0.94,4,261,6,0,0,0,"technical","low",31669
"10956",0.83,0.99,5,132,3,0,0,0,"technical","low",27360
"10957",0.69,0.53,3,153,3,0,0,0,"technical","low",35762
"10958",0.82,0.53,3,147,3,1,0,0,"technical","low",27416
"10959",0.88,0.72,5,244,2,0,0,0,"technical","low",27984
"10960",0.31,0.42,4,108,4,0,0,0,"technical","low",29552
"10961",0.83,0.49,4,218,2,0,0,0,"technical","low",36100
"10962",0.94,0.52,5,133,3,0,0,0,"support","low",32477
"10963",0.65,0.79,5,233,3,0,0,0,"support","low",33203
"10964",0.6,0.6,4,147,3,0,0,0,"support","low",34632
"10965",0.52,0.43,3,176,3,0,0,0,"support","low",23786
"10966",0.66,0.89,4,169,4,0,0,0,"support","low",38963
"10967",0.87,0.87,4,144,3,0,0,0,"support","low",35987
"10968",0.2,0.99,5,151,3,1,0,0,"support","low",34185
"10969",0.63,0.91,4,252,3,1,0,0,"support","medium",48172
"10970",0.69,0.98,4,180,3,0,0,0,"support","medium",45257
"10971",0.48,0.61,3,251,3,0,0,0,"support","medium",55765
"10972",0.8,0.8,4,263,4,0,0,0,"support","medium",51401
"10973",0.89,0.74,5,260,6,0,0,0,"technical","medium",57736
"10974",0.67,0.63,3,227,3,0,0,0,"technical","medium",58713
"10975",0.37,0.86,6,260,3,0,0,0,"technical","medium",46322
"10976",0.93,0.61,5,158,3,0,0,0,"management","medium",66959
"10977",0.69,0.52,3,186,3,0,0,0,"IT","medium",41118
"10978",0.16,0.61,4,171,6,0,0,0,"IT","medium",49080
"10979",0.81,0.55,3,199,2,1,0,0,"IT","medium",67904
"10980",0.97,0.63,5,258,2,0,0,0,"IT","medium",55883
"10981",0.77,0.59,4,273,2,0,0,0,"IT","high",73364
"10982",0.75,0.78,2,259,3,0,0,0,"product_mng","low",36901
"10983",0.88,0.82,3,265,3,0,0,0,"product_mng","medium",45964
"10984",0.43,0.51,5,168,4,0,0,0,"product_mng","medium",40796
"10985",0.99,0.99,4,163,4,0,0,0,"product_mng","medium",51159
"10986",0.59,0.65,5,265,3,0,0,0,"IT","medium",47127
"10987",0.89,0.71,4,190,3,0,0,0,"RandD","low",29773
"10988",0.54,0.73,3,157,3,0,0,0,"RandD","low",32447
"10989",0.32,0.86,4,266,4,0,0,0,"RandD","low",39125
"10990",0.17,0.55,6,240,6,0,0,0,"RandD","low",39003
"10991",0.78,0.55,3,143,3,0,0,0,"RandD","low",37591
"10992",0.73,0.68,3,121,5,0,0,0,"RandD","low",39051
"10993",0.65,0.76,2,170,5,0,0,0,"IT","low",33420
"10994",0.8,0.71,4,161,4,0,0,0,"IT","low",24492
"10995",0.61,0.86,3,239,3,0,0,0,"IT","low",33871
"10996",0.67,0.49,3,224,3,0,0,0,"IT","low",18360
"10997",0.63,0.57,3,242,3,0,0,0,"product_mng","low",38393
"10998",0.51,0.58,4,140,2,1,0,0,"product_mng","low",39660
"10999",0.82,0.59,5,170,3,0,0,0,"product_mng","low",37439
"11000",0.79,0.67,5,156,2,0,0,0,"product_mng","low",37246
"11001",0.49,0.6,2,113,5,0,0,0,"IT","low",39061
"11002",0.7,0.59,3,138,3,0,0,0,"RandD","low",30621
"11003",0.13,0.5,3,137,5,0,0,0,"RandD","low",39102
"11004",0.83,0.52,5,217,3,0,0,0,"RandD","low",32831
"11005",0.83,0.91,3,155,3,0,0,0,"RandD","low",35429
"11006",0.19,0.83,5,280,4,0,0,0,"RandD","low",37700
"11007",0.8,0.81,5,248,2,1,0,0,"RandD","low",38333
"11008",0.49,0.67,2,190,8,0,0,0,"marketing","medium",40544
"11009",0.92,0.99,3,176,8,0,0,0,"sales","medium",57380
"11010",0.81,0.55,4,217,8,0,0,0,"accounting","medium",52180
"11011",0.62,0.91,3,269,8,0,0,0,"support","medium",57764
"11012",0.21,0.7,3,238,8,0,0,0,"technical","medium",42356
"11013",0.95,0.74,5,243,6,0,0,0,"management","medium",56037
"11014",0.51,0.8,4,198,6,0,0,0,"marketing","medium",41954
"11015",0.52,0.89,3,188,6,0,0,0,"marketing","medium",40711
"11016",0.64,0.56,3,257,6,0,0,0,"marketing","medium",40018
"11017",0.62,0.79,4,268,6,0,0,0,"sales","medium",47756
"11018",0.73,0.88,5,233,4,1,0,0,"sales","medium",58937
"11019",0.32,0.86,4,214,5,0,0,0,"sales","medium",65154
"11020",0.78,0.96,2,285,3,0,0,0,"sales","high",86243
"11021",0.65,0.91,4,224,2,1,0,0,"sales","low",37110
"11022",0.56,0.92,4,224,3,0,0,0,"sales","medium",53033
"11023",0.96,0.89,3,142,4,0,0,0,"sales","medium",50823
"11024",0.79,0.82,4,220,3,0,0,0,"sales","medium",58079
"11025",0.66,0.58,4,244,3,0,0,0,"sales","medium",57507
"11026",0.67,0.68,4,171,3,0,0,0,"sales","low",21244
"11027",0.86,0.82,4,274,2,1,0,0,"sales","low",31839
"11028",0.57,0.72,4,214,2,1,0,0,"sales","low",30880
"11029",0.86,0.87,5,171,2,0,0,0,"sales","low",31290
"11030",0.52,0.59,5,150,2,0,0,0,"sales","low",31450
"11031",0.73,0.61,4,260,2,1,0,0,"sales","low",35452
"11032",0.78,0.63,5,259,3,0,0,0,"sales","low",33151
"11033",0.95,0.63,3,153,2,0,0,0,"sales","low",33527
"11034",0.75,0.61,3,263,3,0,0,0,"sales","low",36525
"11035",0.83,0.52,2,149,2,1,0,0,"sales","low",30736
"11036",0.48,1,4,261,3,0,0,0,"accounting","low",37495
"11037",0.3,0.58,2,189,4,1,0,0,"accounting","low",38258
"11038",0.72,0.85,5,237,4,0,0,0,"accounting","low",31741
"11039",0.61,0.52,3,224,3,0,0,0,"hr","low",39909
"11040",0.31,0.87,6,240,3,1,0,0,"hr","low",24983
"11041",0.62,0.81,3,245,2,1,0,0,"hr","low",30727
"11042",0.48,0.49,3,268,3,0,0,0,"hr","low",32943
"11043",0.97,0.89,4,208,2,1,0,0,"technical","low",33440
"11044",0.61,0.83,4,153,2,0,0,0,"technical","low",37109
"11045",0.93,0.99,3,169,3,0,0,0,"technical","low",37193
"11046",0.89,0.39,5,218,2,0,0,0,"technical","low",33336
"11047",0.95,0.9,3,155,3,0,0,0,"technical","medium",60224
"11048",0.36,0.44,5,155,3,0,0,0,"technical","medium",59040
"11049",0.29,0.39,6,105,6,0,0,0,"technical","medium",64794
"11050",0.65,0.83,4,251,2,0,0,0,"technical","medium",48383
"11051",0.72,0.54,4,219,2,0,0,0,"technical","medium",47265
"11052",0.51,0.56,4,198,2,1,0,0,"technical","medium",60079
"11053",0.54,0.53,4,158,2,0,0,0,"technical","medium",57681
"11054",0.66,0.58,3,157,2,0,0,0,"support","medium",62946
"11055",0.59,0.54,4,178,2,0,0,0,"support","medium",40636
"11056",0.45,0.48,3,145,2,0,0,0,"support","medium",54266
"11057",0.15,0.91,5,230,3,0,0,0,"support","medium",40336
"11058",0.95,0.53,3,174,3,0,0,0,"support","medium",47077
"11059",0.49,0.59,5,140,3,0,0,0,"support","high",78164
"11060",0.68,0.97,3,174,2,0,0,0,"support","low",34069
"11061",0.7,0.76,4,173,2,0,0,0,"support","medium",54275
"11062",0.9,0.73,2,203,4,0,0,0,"support","medium",40098
"11063",0.94,0.95,5,170,3,0,0,0,"support","medium",57463
"11064",0.8,0.86,3,203,3,0,0,0,"support","medium",48654
"11065",0.59,0.53,5,169,3,0,0,0,"technical","low",27184
"11066",0.43,0.96,3,109,6,0,0,0,"technical","low",33044
"11067",0.7,0.54,5,263,3,0,0,0,"technical","low",35258
"11068",0.51,0.62,4,185,3,0,0,0,"management","low",22112
"11069",0.12,0.49,4,191,5,0,0,0,"IT","low",30912
"11070",0.14,0.56,5,259,4,1,0,0,"IT","low",28062
"11071",0.86,0.91,4,253,3,0,0,0,"IT","low",31102
"11072",0.97,0.5,3,216,3,0,0,0,"IT","low",34846
"11073",1,0.86,2,264,3,0,0,0,"IT","medium",59598
"11074",0.49,0.63,3,181,3,1,0,0,"product_mng","medium",50336
"11075",0.9,0.93,3,209,3,0,0,0,"product_mng","medium",43377
"11076",0.82,0.89,4,239,2,0,0,0,"product_mng","medium",43940
"11077",0.59,0.48,3,197,3,0,0,0,"product_mng","medium",48089
"11078",0.97,0.57,4,150,2,0,0,0,"IT","medium",56487
"11079",0.69,0.88,3,164,10,0,0,0,"management","medium",56229
"11080",0.73,0.84,3,216,8,0,0,0,"management","medium",65935
"11081",0.48,0.74,2,271,8,1,0,0,"management","medium",40766
"11082",0.94,0.49,4,176,8,0,0,0,"management","medium",55686
"11083",0.74,0.73,3,156,8,0,0,0,"management","medium",49539
"11084",0.65,0.63,4,143,8,0,0,0,"management","medium",50406
"11085",0.93,0.94,4,233,6,0,0,0,"IT","medium",49872
"11086",0.57,0.67,3,138,6,1,0,0,"IT","medium",47393
"11087",0.9,0.49,3,259,6,0,0,0,"IT","medium",46111
"11088",0.55,0.86,4,169,6,0,0,0,"IT","medium",69598
"11089",0.59,0.73,3,172,6,0,0,0,"product_mng","medium",41704
"11090",0.72,0.98,4,156,3,0,0,0,"product_mng","medium",64474
"11091",0.87,0.52,4,140,3,0,0,0,"product_mng","medium",49679
"11092",0.86,0.82,4,212,2,0,0,0,"product_mng","medium",63268
"11093",0.61,0.5,4,269,3,0,0,0,"IT","medium",54093
"11094",0.45,0.63,5,111,5,0,0,0,"management","medium",46148
"11095",0.51,0.63,4,198,2,0,0,0,"management","medium",66245
"11096",0.87,0.92,4,263,3,0,0,0,"management","medium",49654
"11097",0.29,0.38,5,191,5,0,0,0,"management","medium",45867
"11098",0.57,0.64,3,188,3,0,0,0,"management","medium",47727
"11099",0.69,0.83,4,252,3,0,0,0,"management","medium",56325
"11100",0.61,0.9,2,142,3,0,0,0,"marketing","high",81639
"11101",0.96,0.85,4,247,3,0,0,0,"sales","high",71546
"11102",0.16,0.61,6,269,2,0,0,0,"accounting","high",73148
"11103",0.96,0.82,4,244,3,0,0,0,"support","high",76277
"11104",0.77,0.81,4,164,3,0,0,0,"technical","high",81551
"11105",0.85,0.87,6,232,5,0,0,0,"management","high",84474
"11106",0.37,0.49,3,177,3,0,0,0,"marketing","high",76626
"11107",0.68,0.65,3,173,3,1,0,0,"marketing","high",72643
"11108",0.87,0.6,5,165,2,1,0,0,"marketing","high",75217
"11109",0.95,0.8,3,225,2,0,0,0,"sales","high",74829
"11110",0.84,0.63,3,121,3,1,0,0,"sales","low",26897
"11111",0.44,0.51,2,219,4,0,0,0,"sales","low",39940
"11112",0.94,0.73,4,204,2,0,0,0,"sales","low",15532
"11113",0.85,0.94,5,235,4,0,0,0,"sales","low",31035
"11114",0.75,0.51,2,215,2,1,0,0,"sales","low",22823
"11115",0.76,0.67,5,243,3,0,0,0,"sales","low",24241
"11116",0.13,0.97,4,162,6,0,0,0,"sales","low",38928
"11117",0.6,0.79,4,262,3,0,0,0,"sales","low",38934
"11118",0.45,0.55,4,206,2,0,0,0,"sales","low",37170
"11119",0.49,1,2,125,4,1,0,0,"sales","low",37684
"11120",0.19,0.36,3,167,5,0,0,0,"sales","low",34519
"11121",0.68,0.89,5,218,5,0,0,0,"sales","low",30317
"11122",0.53,0.91,5,181,3,0,0,0,"sales","low",35604
"11123",1,0.77,5,269,3,0,0,0,"sales","low",34203
"11124",0.99,0.86,3,167,2,0,0,0,"sales","low",37076
"11125",0.29,0.75,6,271,10,0,0,0,"sales","medium",69158
"11126",0.54,0.83,4,201,8,1,0,0,"sales","medium",50189
"11127",0.25,0.9,6,229,8,0,0,0,"sales","medium",58523
"11128",0.71,0.76,4,148,8,0,0,0,"accounting","medium",52222
"11129",0.96,0.84,3,147,8,0,0,0,"accounting","medium",56369
"11130",0.8,0.9,4,211,8,0,0,0,"accounting","medium",49912
"11131",0.82,0.87,5,145,6,0,0,0,"hr","medium",44491
"11132",0.19,0.97,6,269,6,0,0,0,"hr","medium",54508
"11133",0.43,0.74,4,129,6,0,0,0,"hr","medium",40111
"11134",0.62,0.84,3,270,6,0,0,0,"hr","medium",54728
"11135",0.75,0.85,3,250,6,0,0,0,"technical","medium",56266
"11136",0.56,0.48,5,192,2,1,0,0,"technical","medium",64333
"11137",0.88,0.91,4,233,4,0,0,0,"technical","high",85292
"11138",0.63,0.57,4,192,3,0,0,0,"technical","high",72814
"11139",0.75,0.93,3,247,2,0,0,0,"technical","high",73100
"11140",0.74,1,4,192,4,0,0,0,"technical","high",86176
"11141",0.55,0.68,3,178,3,1,0,0,"technical","high",70032
"11142",0.87,0.55,4,197,3,0,0,0,"technical","high",76239
"11143",0.13,0.9,5,264,6,0,0,0,"technical","high",86863
"11144",0.33,0.64,2,274,3,1,0,0,"technical","high",72297
"11145",0.89,0.97,4,147,2,0,0,0,"technical","low",33310
"11146",0.56,0.94,3,154,3,1,0,0,"support","low",38578
"11147",0.95,0.61,3,224,2,1,0,0,"support","low",39633
"11148",0.57,0.59,4,250,2,0,0,0,"support","low",34509
"11149",0.72,0.53,3,179,3,0,0,0,"support","low",33823
"11150",0.28,0.44,4,170,2,0,0,0,"support","low",36587
"11151",0.54,0.61,4,118,5,0,0,0,"support","low",38606
"11152",0.54,0.95,4,256,3,0,0,0,"support","low",23631
"11153",0.99,0.8,3,209,2,0,0,0,"support","medium",45067
"11154",0.37,0.69,2,146,3,0,0,0,"support","medium",45005
"11155",0.77,0.87,3,275,4,1,0,0,"support","medium",51373
"11156",0.7,0.88,4,180,2,0,0,0,"support","medium",46021
"11157",0.8,0.74,3,228,3,0,0,0,"technical","medium",59996
"11158",0.52,0.63,3,204,3,0,0,0,"technical","medium",69568
"11159",0.69,0.55,3,172,2,0,0,0,"technical","medium",50460
"11160",0.6,0.62,5,274,3,0,0,0,"management","medium",42443
"11161",0.74,0.64,3,136,2,0,0,0,"IT","medium",53140
"11162",0.69,0.82,4,252,3,1,0,0,"IT","medium",61278
"11163",0.78,0.89,4,137,3,0,0,0,"IT","medium",65478
"11164",0.77,0.75,4,191,3,0,0,0,"IT","medium",45664
"11165",0.91,0.68,4,132,4,0,0,0,"IT","medium",52421
"11166",0.54,0.68,6,249,5,0,0,0,"product_mng","medium",53418
"11167",0.48,0.77,6,274,6,0,0,0,"product_mng","medium",59268
"11168",0.55,0.96,3,194,3,0,0,0,"product_mng","medium",52847
"11169",0.17,0.36,6,191,2,0,0,0,"product_mng","medium",69519
"11170",0.77,0.83,5,216,4,0,0,0,"IT","medium",53481
"11171",0.93,0.98,3,241,3,0,0,0,"IT","medium",48623
"11172",0.65,0.91,4,243,5,1,0,0,"IT","medium",59198
"11173",0.67,0.52,4,207,3,0,0,0,"IT","medium",45919
"11174",0.95,0.88,3,199,3,0,0,0,"IT","medium",41752
"11175",0.61,0.97,6,286,4,0,0,0,"product_mng","medium",53092
"11176",0.57,0.39,4,132,3,0,0,0,"product_mng","high",78006
"11177",0.65,1,4,229,4,0,0,0,"product_mng","low",33308
"11178",0.85,0.81,4,260,3,0,0,0,"product_mng","medium",49500
"11179",0.61,0.96,3,214,2,0,0,0,"IT","medium",45632
"11180",0.65,0.9,6,217,4,1,0,1,"RandD","medium",46360
"11181",0.92,0.93,4,225,2,0,0,1,"RandD","medium",47020
"11182",0.37,0.41,2,113,3,0,0,1,"RandD","medium",49149
"11183",0.48,0.77,5,250,2,0,0,1,"RandD","medium",51177
"11184",0.82,0.91,5,271,2,0,0,1,"RandD","medium",43683
"11185",0.84,0.75,4,135,3,0,0,1,"RandD","medium",50543
"11186",0.57,0.46,2,100,6,1,0,1,"marketing","medium",55427
"11187",0.8,0.75,4,224,3,0,0,1,"sales","medium",60611
"11188",0.49,0.91,4,134,4,0,0,0,"accounting","low",35507
"11189",0.79,0.82,5,158,2,0,0,0,"support","low",39027
"11190",0.48,0.67,3,183,2,0,0,0,"technical","low",24674
"11191",0.28,0.89,4,97,6,0,0,0,"management","low",38001
"11192",0.47,0.56,4,226,3,0,0,0,"marketing","low",38527
"11193",0.91,0.6,4,235,4,1,0,0,"marketing","low",37282
"11194",0.75,0.6,4,186,10,1,0,0,"marketing","low",38582
"11195",0.61,0.89,3,242,10,0,0,0,"sales","high",71545
"11196",0.47,0.79,3,284,10,0,0,0,"sales","low",37372
"11197",0.22,0.7,2,274,10,0,0,0,"sales","high",74293
"11198",0.5,0.48,4,130,10,0,0,0,"sales","high",80363
"11199",0.56,0.87,3,146,10,0,0,0,"sales","low",36048
"11200",0.84,0.85,4,207,10,0,0,0,"sales","low",28268
"11201",0.69,0.72,4,210,2,1,0,0,"sales","high",71399
"11202",0.53,0.64,3,143,2,0,0,0,"sales","low",26216
"11203",0.17,0.57,4,116,3,0,0,0,"sales","medium",69262
"11204",0.48,0.71,2,162,3,1,0,0,"sales","high",72492
"11205",0.94,0.51,3,242,3,0,0,0,"sales","medium",55521
"11206",0.77,0.89,4,153,7,0,0,0,"sales","medium",46016
"11207",1,0.72,5,194,7,1,0,0,"sales","medium",44438
"11208",0.49,0.65,4,233,7,0,0,0,"sales","medium",51780
"11209",0.93,0.73,4,283,7,0,0,0,"sales","high",71439
"11210",0.38,0.43,3,188,7,0,0,0,"sales","medium",48311
"11211",0.6,0.54,4,182,6,0,0,0,"sales","medium",52092
"11212",0.5,0.82,2,286,6,0,0,0,"sales","medium",58908
"11213",0.97,0.55,5,212,6,0,0,0,"sales","high",75919
"11214",0.93,0.95,5,176,6,0,0,1,"accounting","medium",40287
"11215",0.5,1,5,264,8,0,0,1,"accounting","high",70172
"11216",0.52,0.84,3,261,8,0,0,1,"accounting","low",39061
"11217",0.5,0.71,4,163,8,0,0,1,"hr","medium",53992
"11218",0.55,0.4,3,139,8,0,0,1,"hr","medium",47863
"11219",0.95,0.84,3,261,8,1,0,1,"hr","medium",66469
"11220",0.48,0.42,2,275,6,1,0,1,"hr","medium",46188
"11221",0.51,0.39,5,132,6,1,0,1,"technical","low",15474
"11222",0.96,0.48,3,202,6,0,0,0,"technical","low",34566
"11223",0.97,0.84,4,177,6,0,0,0,"technical","low",29129
"11224",0.97,0.66,5,234,6,0,0,0,"technical","low",33483
"11225",0.71,0.54,4,188,6,0,0,0,"technical","low",30985
"11226",0.82,0.49,5,203,6,0,0,0,"technical","low",38883
"11227",0.57,1,4,227,10,0,0,0,"technical","low",30157
"11228",0.48,0.93,3,150,10,0,0,0,"technical","low",26999
"11229",0.71,0.64,3,267,3,0,0,0,"technical","low",35871
"11230",0.63,0.61,5,186,10,0,0,0,"technical","low",39780
"11231",0.99,0.84,4,142,10,0,0,0,"technical","high",71747
"11232",0.79,0.83,3,126,10,1,0,0,"support","low",37681
"11233",0.65,0.85,4,201,10,0,0,0,"support","low",33137
"11234",0.7,0.85,4,142,2,0,0,0,"support","low",30965
"11235",0.99,0.94,4,167,4,0,0,0,"support","low",38418
"11236",0.65,0.62,4,258,2,0,0,0,"support","high",70765
"11237",0.92,0.85,3,207,2,0,0,0,"support","low",37220
"11238",0.24,0.5,4,282,4,1,0,0,"support","low",26685
"11239",0.39,0.89,3,188,5,0,0,0,"support","low",36765
"11240",0.82,0.85,3,214,2,0,0,0,"support","high",79490
"11241",0.78,0.89,4,272,2,0,0,0,"support","low",32507
"11242",0.62,0.79,3,259,3,0,0,0,"support","medium",46635
"11243",0.6,0.61,5,191,2,1,0,0,"technical","high",76553
"11244",0.49,0.57,3,192,3,0,0,0,"technical","medium",54511
"11245",0.82,0.82,3,164,3,0,0,0,"technical","high",76086
"11246",0.48,0.81,4,149,2,0,0,0,"management","medium",46637
"11247",0.69,0.56,4,149,3,0,0,0,"IT","medium",50361
"11248",0.4,0.89,2,165,3,0,0,0,"IT","medium",50074
"11249",0.72,0.8,3,222,3,0,0,0,"IT","medium",51076
"11250",0.75,0.84,5,222,3,1,0,0,"IT","medium",42024
"11251",0.5,0.77,3,265,3,0,0,0,"IT","medium",44188
"11252",0.78,0.5,5,247,4,0,0,0,"product_mng","medium",61630
"11253",0.76,0.45,4,147,2,0,0,0,"product_mng","medium",48153
"11254",0.94,0.52,3,273,3,0,0,0,"product_mng","high",75706
"11255",0.24,0.94,6,144,4,0,0,0,"product_mng","low",33428
"11256",0.99,0.66,3,181,2,0,0,0,"IT","medium",65664
"11257",0.67,0.64,3,198,2,1,0,0,"management","medium",60972
"11258",0.76,0.57,5,255,4,0,0,0,"management","medium",51910
"11259",0.76,0.77,4,169,10,0,0,0,"management","medium",49870
"11260",0.55,0.64,4,201,10,1,0,0,"management","medium",64499
"11261",0.74,0.6,4,274,10,1,0,0,"management","medium",67860
"11262",0.81,0.85,4,134,10,1,0,0,"management","medium",49955
"11263",0.98,0.67,3,190,10,0,0,0,"IT","medium",61656
"11264",0.98,0.98,4,170,10,0,0,0,"IT","medium",62304
"11265",0.58,0.91,3,154,10,0,0,0,"product_mng","high",79333
"11266",0.18,0.75,3,142,2,0,0,0,"product_mng","low",30457
"11267",0.57,0.67,5,235,2,0,0,0,"product_mng","low",38181
"11268",0.7,0.62,3,110,3,0,0,0,"product_mng","low",29306
"11269",0.49,0.77,3,211,3,0,0,0,"IT","high",80663
"11270",0.7,0.56,4,214,3,0,0,1,"management","medium",56389
"11271",0.16,0.93,5,210,7,0,0,1,"management","medium",57323
"11272",0.58,0.59,3,207,7,0,0,1,"management","medium",63961
"11273",0.66,0.57,4,161,7,0,0,1,"management","medium",40461
"11274",0.51,0.55,2,102,7,0,0,1,"management","medium",47475
"11275",0.48,0.84,4,186,7,0,0,1,"management","medium",57670
"11276",0.56,0.71,3,211,6,0,0,1,"marketing","low",39212
"11277",0.81,0.62,3,240,6,0,0,1,"sales","low",36504
"11278",0.57,0.7,4,237,6,0,0,0,"accounting","low",38681
"11279",0.66,0.53,3,164,6,0,0,0,"support","low",24360
"11280",0.22,0.91,6,222,8,0,0,0,"technical","low",38527
"11281",0.96,0.71,3,205,8,1,0,0,"management","medium",45784
"11282",0.87,0.88,4,140,8,0,0,0,"marketing","medium",57873
"11283",0.61,0.42,2,103,8,0,0,0,"marketing","medium",41164
"11284",0.66,0.85,3,178,8,1,0,0,"marketing","medium",54893
"11285",0.9,0.51,4,137,6,0,0,0,"sales","medium",49641
"11286",0.64,0.67,3,143,6,0,0,0,"sales","medium",52027
"11287",0.76,0.82,4,170,6,0,0,0,"sales","medium",49325
"11288",0.97,0.41,5,135,6,0,0,0,"sales","medium",58346
"11289",0.69,0.76,3,174,6,0,0,0,"sales","medium",50576
"11290",0.98,0.55,3,166,6,1,0,0,"sales","medium",43849
"11291",0.18,0.61,5,174,6,0,0,0,"sales","medium",60432
"11292",0.62,0.91,3,251,10,0,0,0,"sales","medium",42761
"11293",0.29,0.37,6,187,10,1,0,0,"sales","high",73446
"11294",0.87,0.48,5,170,3,0,0,0,"sales","low",39073
"11295",0.91,0.64,3,241,10,0,0,0,"sales","medium",51674
"11296",0.53,0.79,3,221,10,1,0,0,"sales","medium",57870
"11297",0.69,0.73,4,257,10,1,0,0,"sales","medium",43536
"11298",0.14,0.58,4,275,10,0,0,0,"sales","medium",44944
"11299",0.7,0.77,4,245,2,0,0,0,"sales","low",27202
"11300",0.77,0.75,6,246,6,0,0,0,"sales","low",36115
"11301",0.77,0.76,6,263,6,0,0,0,"sales","low",39367
"11302",0.76,0.99,3,133,4,0,0,0,"sales","low",19361
"11303",0.66,0.49,4,157,3,0,0,0,"sales","low",34182
"11304",0.5,0.95,3,198,4,0,0,0,"accounting","low",22930
"11305",0.57,0.9,5,145,3,0,0,0,"accounting","low",38050
"11306",0.97,0.62,6,118,2,0,0,0,"accounting","low",28980
"11307",0.26,0.99,5,184,5,0,0,0,"hr","low",29904
"11308",0.72,0.62,3,243,2,1,0,0,"hr","low",39219
"11309",0.83,0.93,3,247,2,0,0,0,"hr","low",23858
"11310",0.55,0.4,3,158,3,0,0,0,"hr","low",25315
"11311",0.77,0.74,5,243,2,0,0,0,"technical","low",37860
"11312",0.24,0.63,4,203,5,0,0,0,"technical","low",24456
"11313",0.8,0.96,3,161,3,0,0,0,"technical","low",29132
"11314",0.5,0.59,4,214,3,1,0,0,"technical","low",36012
"11315",0.66,0.59,4,179,3,0,0,0,"technical","low",28625
"11316",0.66,0.77,4,188,2,0,0,0,"technical","low",34407
"11317",0.66,0.81,3,174,3,0,0,0,"technical","low",35934
"11318",0.96,0.83,3,177,4,0,0,0,"technical","low",39873
"11319",0.75,0.94,5,194,4,0,0,0,"technical","low",37019
"11320",0.78,0.77,3,244,2,0,0,0,"technical","medium",60003
"11321",0.57,0.82,4,269,2,0,0,0,"technical","medium",59589
"11322",0.78,0.68,2,159,3,1,0,0,"support","medium",60734
"11323",0.57,0.88,4,140,2,0,0,0,"support","medium",41084
